Código;Nome do cargo na Pesquisa;Regiăo;Segmento;Data;;;;;;;;;;;;;;;;
752;Assistente de Topografia;SC;Geral;2024;;;;;;;;;;;;;;;;
755;Assistente de Trade Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
761;Assistente de Treinamento e Desenvolvimento;SC;Geral;2024;;;;;;;;;;;;;;;;
940;Atendente de Padaria Balcăo;SC;Geral;2024;;;;;;;;;;;;;;;;
117;Atendente de Recepçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
1165;Autor Roteirista;SC;Geral;2024;;;;;;;;;;;;;;;;
83;Auxiliar Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
1152;Auxiliar de Acabamento Gráfico;SC;Geral;2024;;;;;;;;;;;;;;;;
392;Auxiliar de Almoxarifado;SC;Geral;2024;;;;;;;;;;;;;;;;
936;Auxiliar de Açougue;SC;Geral;2024;;;;;;;;;;;;;;;;
942;Auxiliar de Confeiteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
617;Auxiliar de Cozinha;SC;Geral;2024;;;;;;;;;;;;;;;;
523;Auxiliar de Enfermagem;SC;Geral;2024;;;;;;;;;;;;;;;;
566;Auxiliar de Estoque;SC;Geral;2024;;;;;;;;;;;;;;;;
974;Auxiliar de Farmácia;SC;Geral;2024;;;;;;;;;;;;;;;;
1154;Auxiliar de Impressăo;SC;Geral;2024;;;;;;;;;;;;;;;;
216;Auxiliar de Laboratório;SC;Geral;2024;;;;;;;;;;;;;;;;
88;Auxiliar de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
861;Auxiliar de Manutençăo;SC;Geral;2024;;;;;;;;;;;;;;;;
589;Auxiliar de Operaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
946;Auxiliar de Padeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
393;Auxiliar de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
91;Auxiliar de Serviços Gerais;SC;Geral;2024;;;;;;;;;;;;;;;;
935;Açougueiro;SC;Geral;2024;;;;;;;;;;;;;;;;
260;Bioquímico;SC;Geral;2024;;;;;;;;;;;;;;;;
259;Biólogo;SC;Geral;2024;;;;;;;;;;;;;;;;
1172;Chefe de Reportagem;SC;Geral;2024;;;;;;;;;;;;;;;;
1173;Colunista;SC;Geral;2024;;;;;;;;;;;;;;;;
1174;Comentarista;SC;Geral;2024;;;;;;;;;;;;;;;;
93;Comprador;SC;Geral;2024;;;;;;;;;;;;;;;;
1141;Comunicador;SC;Geral;2024;;;;;;;;;;;;;;;;
945;Confeiteiro(a);SC;Geral;2024;;;;;;;;;;;;;;;;
955;Conferente;SC;Geral;2024;;;;;;;;;;;;;;;;
285;Consultor Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
149;Consultor de Negócios;SC;Geral;2024;;;;;;;;;;;;;;;;
94;Contador;SC;Geral;2024;;;;;;;;;;;;;;;;
1175;Controlador de Programaçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
95;Controller;SC;Geral;2024;;;;;;;;;;;;;;;;
39;Coordenador Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
480;Coordenador Clínico;SC;Geral;2024;;;;;;;;;;;;;;;;
41;Coordenador Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
274;Coordenador Contábil;SC;Geral;2024;;;;;;;;;;;;;;;;
122;Coordenador Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
279;Coordenador Fiscal;SC;Geral;2024;;;;;;;;;;;;;;;;
131;Coordenador Jurídico;SC;Geral;2024;;;;;;;;;;;;;;;;
1180;Coordenador Telejornalismo;SC;Geral;2024;;;;;;;;;;;;;;;;
1179;Coordenador Técnico Comunicaçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
47;Coordenador de Atendimento e Suporte;SC;Geral;2024;;;;;;;;;;;;;;;;
137;Coordenador de Compras;SC;Geral;2024;;;;;;;;;;;;;;;;
491;Coordenador de Comércio Exterior;SC;Geral;2024;;;;;;;;;;;;;;;;
123;Coordenador de Controladoria;SC;Geral;2024;;;;;;;;;;;;;;;;
126;Coordenador de Departamento Pessoal;SC;Geral;2024;;;;;;;;;;;;;;;;
73;Coordenador de Desenvolvimento;SC;Geral;2024;;;;;;;;;;;;;;;;
831;Coordenador de E-commerce;SC;Geral;2024;;;;;;;;;;;;;;;;
524;Coordenador de Enfermagem;SC;Geral;2024;;;;;;;;;;;;;;;;
933;Coordenador de Farmácia;SC;Geral;2024;;;;;;;;;;;;;;;;
132;Coordenador de Infraestrutura de TI;SC;Geral;2024;;;;;;;;;;;;;;;;
552;Coordenador de Inteligęncia de Mercado;SC;Geral;2024;;;;;;;;;;;;;;;;
768;Coordenador de Laboratório;SC;Geral;2024;;;;;;;;;;;;;;;;
567;Coordenador de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
572;Coordenador de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
863;Coordenador de Manutençăo;SC;Geral;2024;;;;;;;;;;;;;;;;
56;Coordenador de Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
395;Coordenador de Marketing Digital;SC;Geral;2024;;;;;;;;;;;;;;;;
167;Coordenador de Negócios;SC;Geral;2024;;;;;;;;;;;;;;;;
1176;Coordenador de Núcleo;SC;Geral;2024;;;;;;;;;;;;;;;;
209;Coordenador de Obras;SC;Geral;2024;;;;;;;;;;;;;;;;
295;Coordenador de Operaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
864;Coordenador de PCP;SC;Geral;2024;;;;;;;;;;;;;;;;
78;Coordenador de Pesquisa e Desenvolvimento P&D;SC;Geral;2024;;;;;;;;;;;;;;;;
597;Coordenador de Planejamento Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
119;Coordenador de Processos;SC;Geral;2024;;;;;;;;;;;;;;;;
305;Coordenador de Produto;SC;Geral;2024;;;;;;;;;;;;;;;;
1178;Coordenador de Produto e Programaçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
396;Coordenador de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
1163;Coordenador de Produçăo Comunicaçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
1177;Coordenador de Produçăo Multímidia;SC;Geral;2024;;;;;;;;;;;;;;;;
97;Coordenador de Projetos;SC;Geral;2024;;;;;;;;;;;;;;;;
447;Coordenador de Pré-vendas;SC;Geral;2024;;;;;;;;;;;;;;;;
600;Coordenador de Pós-vendas;SC;Geral;2024;;;;;;;;;;;;;;;;
631;Coordenador de Qualidade;SC;Geral;2024;;;;;;;;;;;;;;;;
121;Coordenador de Recursos Humanos;SC;Geral;2024;;;;;;;;;;;;;;;;
657;Coordenador de Segurança do Trabalho;SC;Geral;2024;;;;;;;;;;;;;;;;
814;Coordenador de TI;SC;Geral;2024;;;;;;;;;;;;;;;;
826;Coordenador de Telemarketing;SC;Geral;2024;;;;;;;;;;;;;;;;
757;Coordenador de Trade Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
763;Coordenador de Treinamento e Desenvolvimento;SC;Geral;2024;;;;;;;;;;;;;;;;
612;Costureira;SC;Geral;2024;;;;;;;;;;;;;;;;
619;Cozinheiro;SC;Geral;2024;;;;;;;;;;;;;;;;
249;Desenhista Projetista;SC;Geral;2024;;;;;;;;;;;;;;;;
1;Desenvolvedor;SC;Geral;2024;;;;;;;;;;;;;;;;
142;Designer Gráfico;SC;Geral;2024;;;;;;;;;;;;;;;;
1181;Diagramador;SC;Geral;2024;;;;;;;;;;;;;;;;
99;Diretor Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
100;Diretor Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
456;Diretor Executivo;SC;Geral;2024;;;;;;;;;;;;;;;;
125;Diretor Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
460;Diretor Geral;SC;Geral;2024;;;;;;;;;;;;;;;;
1182;Diretor Geral Jornalismo;SC;Geral;2024;;;;;;;;;;;;;;;;
557;Diretor Jurídico;SC;Geral;2024;;;;;;;;;;;;;;;;
331;Diretor de Arte;SC;Geral;2024;;;;;;;;;;;;;;;;
496;Diretor de Compras;SC;Geral;2024;;;;;;;;;;;;;;;;
327;Diretor de Conteúdo;SC;Geral;2024;;;;;;;;;;;;;;;;
540;Diretor de Franquia;SC;Geral;2024;;;;;;;;;;;;;;;;
1166;Diretor de Imagens;SC;Geral;2024;;;;;;;;;;;;;;;;
101;Diretor de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
573;Diretor de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
102;Diretor de Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
153;Diretor de Negócios;SC;Geral;2024;;;;;;;;;;;;;;;;
198;Diretor de Operaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
620;Diretor de Produto;SC;Geral;2024;;;;;;;;;;;;;;;;
403;Diretor de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
1164;Diretor de Programas;SC;Geral;2024;;;;;;;;;;;;;;;;
103;Diretor de Recursos Humanos;SC;Geral;2024;;;;;;;;;;;;;;;;
601;Diretor de Relacionamento;SC;Geral;2024;;;;;;;;;;;;;;;;
402;Diretor de Serviços;SC;Geral;2024;;;;;;;;;;;;;;;;
400;Diretor de Tecnologia;SC;Geral;2024;;;;;;;;;;;;;;;;
179;Editor;SC;Geral;2024;;;;;;;;;;;;;;;;
218;Eletricista;SC;Geral;2024;;;;;;;;;;;;;;;;
871;Embalador;SC;Geral;2024;;;;;;;;;;;;;;;;
956;Empacotador;SC;Geral;2024;;;;;;;;;;;;;;;;
574;Encarregado Operador de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
820;Encarregado de Manutençăo;SC;Geral;2024;;;;;;;;;;;;;;;;
355;Encarregado de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
526;Enfermeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
212;Engenheiro;SC;Geral;2024;;;;;;;;;;;;;;;;
1149;Engenheiro Ambiental;SC;Geral;2024;;;;;;;;;;;;;;;;
1145;Engenheiro Civil;SC;Geral;2024;;;;;;;;;;;;;;;;
1148;Engenheiro Eletricista;SC;Geral;2024;;;;;;;;;;;;;;;;
1147;Engenheiro Mecânico;SC;Geral;2024;;;;;;;;;;;;;;;;
1150;Engenheiro de Alimentos;SC;Geral;2024;;;;;;;;;;;;;;;;
1146;Engenheiro de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
264;Engenheiro de Segurança do Trabalho;SC;Geral;2024;;;;;;;;;;;;;;;;
145;Engenheiro de Tecnologia;SC;Geral;2024;;;;;;;;;;;;;;;;
957;Entregador;SC;Geral;2024;;;;;;;;;;;;;;;;
535;Estagiário Nível Superior;SC;Geral;2024;;;;;;;;;;;;;;;;
536;Estagiário Nível Técnico;SC;Geral;2024;;;;;;;;;;;;;;;;
425;Estagiário em TI;SC;Geral;2024;;;;;;;;;;;;;;;;
568;Estivador;SC;Geral;2024;;;;;;;;;;;;;;;;
468;Estoquista;SC;Geral;2024;;;;;;;;;;;;;;;;
105;Executivo de Contas;SC;Geral;2024;;;;;;;;;;;;;;;;
406;Expedidor;SC;Geral;2024;;;;;;;;;;;;;;;;
482;Farmacęutico;SC;Geral;2024;;;;;;;;;;;;;;;;
872;Ferramenteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
1139;Fresador Ferramenteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
1137;Galvanizador;SC;Geral;2024;;;;;;;;;;;;;;;;
622;Garçom;SC;Geral;2024;;;;;;;;;;;;;;;;
106;Gerente Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
483;Gerente Clínico;SC;Geral;2024;;;;;;;;;;;;;;;;
107;Gerente Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
462;Gerente Comercial Regional;SC;Geral;2024;;;;;;;;;;;;;;;;
110;Gerente Contábil;SC;Geral;2024;;;;;;;;;;;;;;;;
114;Gerente Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
461;Gerente Geral;SC;Geral;2024;;;;;;;;;;;;;;;;
1183;Gerente Geral Telejornalismo;SC;Geral;2024;;;;;;;;;;;;;;;;
563;Gerente Imobiliário;SC;Geral;2024;;;;;;;;;;;;;;;;
148;Gerente Jurídico;SC;Geral;2024;;;;;;;;;;;;;;;;
815;Gerente de Atendimento;SC;Geral;2024;;;;;;;;;;;;;;;;
49;Gerente de Atendimento e Suporte;SC;Geral;2024;;;;;;;;;;;;;;;;
450;Gerente de Canais;SC;Geral;2024;;;;;;;;;;;;;;;;
109;Gerente de Compras;SC;Geral;2024;;;;;;;;;;;;;;;;
493;Gerente de Comércio Exterior;SC;Geral;2024;;;;;;;;;;;;;;;;
353;Gerente de Contratos;SC;Geral;2024;;;;;;;;;;;;;;;;
111;Gerente de Controladoria;SC;Geral;2024;;;;;;;;;;;;;;;;
283;Gerente de Departamento Pessoal;SC;Geral;2024;;;;;;;;;;;;;;;;
61;Gerente de Desenvolvimento de TI;SC;Geral;2024;;;;;;;;;;;;;;;;
832;Gerente de E-commerce;SC;Geral;2024;;;;;;;;;;;;;;;;
213;Gerente de Engenharia;SC;Geral;2024;;;;;;;;;;;;;;;;
541;Gerente de Franquia;SC;Geral;2024;;;;;;;;;;;;;;;;
157;Gerente de Fábrica;SC;Geral;2024;;;;;;;;;;;;;;;;
135;Gerente de Infraestrutura de TI;SC;Geral;2024;;;;;;;;;;;;;;;;
569;Gerente de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
464;Gerente de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
878;Gerente de Manutençăo;SC;Geral;2024;;;;;;;;;;;;;;;;
112;Gerente de Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
579;Gerente de Marketing Digital;SC;Geral;2024;;;;;;;;;;;;;;;;
451;Gerente de Negócios;SC;Geral;2024;;;;;;;;;;;;;;;;
214;Gerente de Obras;SC;Geral;2024;;;;;;;;;;;;;;;;
311;Gerente de Operaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
66;Gerente de Pesquisa e Desenvolvimento P&D;SC;Geral;2024;;;;;;;;;;;;;;;;
608;Gerente de Processos;SC;Geral;2024;;;;;;;;;;;;;;;;
407;Gerente de Produto;SC;Geral;2024;;;;;;;;;;;;;;;;
613;Gerente de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
65;Gerente de Projetos;SC;Geral;2024;;;;;;;;;;;;;;;;
455;Gerente de Pré-vendas;SC;Geral;2024;;;;;;;;;;;;;;;;
352;Gerente de Pós-vendas;SC;Geral;2024;;;;;;;;;;;;;;;;
632;Gerente de Qualidade;SC;Geral;2024;;;;;;;;;;;;;;;;
113;Gerente de Recursos Humanos;SC;Geral;2024;;;;;;;;;;;;;;;;
422;Gerente de Serviços;SC;Geral;2024;;;;;;;;;;;;;;;;
63;Gerente de Tecnologia da Informaçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
827;Gerente de Telemarketing;SC;Geral;2024;;;;;;;;;;;;;;;;
452;Gerente de Testes (Qualidade em TI);SC;Geral;2024;;;;;;;;;;;;;;;;
759;Gerente de Trade Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
765;Gerente de Treinamento e Desenvolvimento;SC;Geral;2024;;;;;;;;;;;;;;;;
1155;Impressor;SC;Geral;2024;;;;;;;;;;;;;;;;
797;Laboratorista Tęxtil;SC;Geral;2024;;;;;;;;;;;;;;;;
938;Líder de Açougue;SC;Geral;2024;;;;;;;;;;;;;;;;
973;Líder de Bazar;SC;Geral;2024;;;;;;;;;;;;;;;;
943;Líder de Confeitaria;SC;Geral;2024;;;;;;;;;;;;;;;;
968;Líder de Expediçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
967;Líder de Frente de Caixa;SC;Geral;2024;;;;;;;;;;;;;;;;
961;Líder de Frios;SC;Geral;2024;;;;;;;;;;;;;;;;
963;Líder de Hortifruti;SC;Geral;2024;;;;;;;;;;;;;;;;
965;Líder de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
949;Líder de Padaria;SC;Geral;2024;;;;;;;;;;;;;;;;
969;Líder de Prevençăo de Perdas;SC;Geral;2024;;;;;;;;;;;;;;;;
819;Mecânico de Manutençăo de Máquinas;SC;Geral;2024;;;;;;;;;;;;;;;;
470;Mestre de Obras;SC;Geral;2024;;;;;;;;;;;;;;;;
867;Metrologista;SC;Geral;2024;;;;;;;;;;;;;;;;
356;Montador;SC;Geral;2024;;;;;;;;;;;;;;;;
151;Motorista;SC;Geral;2024;;;;;;;;;;;;;;;;
874;Motorista Carreteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
958;Motorista de Caminhăo;SC;Geral;2024;;;;;;;;;;;;;;;;
255;Médico do Trabalho;SC;Geral;2024;;;;;;;;;;;;;;;;
769;Operador CNC;SC;Geral;2024;;;;;;;;;;;;;;;;
1111;Operador Maquina de Corte;SC;Geral;2024;;;;;;;;;;;;;;;;
1184;Operador Midia Audiovisual;SC;Geral;2024;;;;;;;;;;;;;;;;
1135;Operador de Acabamento;SC;Geral;2024;;;;;;;;;;;;;;;;
1157;Operador de Acabamento Automatizado;SC;Geral;2024;;;;;;;;;;;;;;;;
1151;Operador de Acabamento Gráfico;SC;Geral;2024;;;;;;;;;;;;;;;;
1156;Operador de Acabamento Manual;SC;Geral;2024;;;;;;;;;;;;;;;;
466;Operador de Caixa;SC;Geral;2024;;;;;;;;;;;;;;;;
885;Operador de Centro de Usinagem;SC;Geral;2024;;;;;;;;;;;;;;;;
1159;Operador de Computaçăo Gráfica;SC;Geral;2024;;;;;;;;;;;;;;;;
1162;Operador de Controle Mestre;SC;Geral;2024;;;;;;;;;;;;;;;;
1158;Operador de Corte e Vinco Automático;SC;Geral;2024;;;;;;;;;;;;;;;;
1142;Operador de Câmera;SC;Geral;2024;;;;;;;;;;;;;;;;
868;Operador de Empilhadeira;SC;Geral;2024;;;;;;;;;;;;;;;;
1140;Operador de Extrusora;SC;Geral;2024;;;;;;;;;;;;;;;;
1136;Operador de Forno;SC;Geral;2024;;;;;;;;;;;;;;;;
614;Operador de Máquina;SC;Geral;2024;;;;;;;;;;;;;;;;
1153;Operador de Pré-Impressăo;SC;Geral;2024;;;;;;;;;;;;;;;;
875;Operador de estaçăo de tratamento de água e efluentes;SC;Geral;2024;;;;;;;;;;;;;;;;
1038;Operador de máquinas de construçăo civil e mineraçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
824;Operador de telemarketing;SC;Geral;2024;;;;;;;;;;;;;;;;
26;Orçamentista;SC;Geral;2024;;;;;;;;;;;;;;;;
947;Padeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
586;Pedreiro;SC;Geral;2024;;;;;;;;;;;;;;;;
116;Porteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
869;Preparador de Tintas;SC;Geral;2024;;;;;;;;;;;;;;;;
411;Presidente;SC;Geral;2024;;;;;;;;;;;;;;;;
322;Produtor;SC;Geral;2024;;;;;;;;;;;;;;;;
833;Produtor Audiovisual;SC;Geral;2024;;;;;;;;;;;;;;;;
323;Produtor de Eventos;SC;Geral;2024;;;;;;;;;;;;;;;;
771;Programador de Centro de Usinagem;SC;Geral;2024;;;;;;;;;;;;;;;;
770;Programador de Torno CNC;SC;Geral;2024;;;;;;;;;;;;;;;;
257;Psicólogo;SC;Geral;2024;;;;;;;;;;;;;;;;
624;Químico;SC;Geral;2024;;;;;;;;;;;;;;;;
330;Redator;SC;Geral;2024;;;;;;;;;;;;;;;;
84;Redator Técnico;SC;Geral;2024;;;;;;;;;;;;;;;;
1143;Reporter;SC;Geral;2024;;;;;;;;;;;;;;;;
570;Repositor;SC;Geral;2024;;;;;;;;;;;;;;;;
3;Secretária Executiva;SC;Geral;2024;;;;;;;;;;;;;;;;
118;Secretário(a);SC;Geral;2024;;;;;;;;;;;;;;;;
587;Servente de Obras;SC;Geral;2024;;;;;;;;;;;;;;;;
821;Soldador;SC;Geral;2024;;;;;;;;;;;;;;;;
474;Supervisor Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
463;Supervisor Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
469;Supervisor Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
1161;Supervisor Técnico;SC;Geral;2024;;;;;;;;;;;;;;;;
236;Supervisor de Almoxarifado;SC;Geral;2024;;;;;;;;;;;;;;;;
497;Supervisor de Compras;SC;Geral;2024;;;;;;;;;;;;;;;;
494;Supervisor de Comércio Exterior;SC;Geral;2024;;;;;;;;;;;;;;;;
542;Supervisor de Franquia;SC;Geral;2024;;;;;;;;;;;;;;;;
571;Supervisor de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
575;Supervisor de Loja;SC;Geral;2024;;;;;;;;;;;;;;;;
882;Supervisor de Manutençăo;SC;Geral;2024;;;;;;;;;;;;;;;;
588;Supervisor de Obras;SC;Geral;2024;;;;;;;;;;;;;;;;
591;Supervisor de Operaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
598;Supervisor de Planejamento;SC;Geral;2024;;;;;;;;;;;;;;;;
625;Supervisor de Produto;SC;Geral;2024;;;;;;;;;;;;;;;;
615;Supervisor de Produçăo;SC;Geral;2024;;;;;;;;;;;;;;;;
602;Supervisor de Pós-vendas;SC;Geral;2024;;;;;;;;;;;;;;;;
825;Supervisor de Telemarketing;SC;Geral;2024;;;;;;;;;;;;;;;;
753;Topógrafo;SC;Geral;2024;;;;;;;;;;;;;;;;
1138;Torneiro Ferramenteiro;SC;Geral;2024;;;;;;;;;;;;;;;;
772;Torneiro Mecânico;SC;Geral;2024;;;;;;;;;;;;;;;;
697;Técnico de Enfermagem;SC;Geral;2024;;;;;;;;;;;;;;;;
1134;Técnico de Enfermagem do Trabalho;SC;Geral;2024;;;;;;;;;;;;;;;;
1160;Técnico de Estaçăo de Retransmissoras e Repetidoras de TV;SC;Geral;2024;;;;;;;;;;;;;;;;
1144;Técnico de Sistemas Audiovisuais;SC;Geral;2024;;;;;;;;;;;;;;;;
85;Técnico de Suporte;SC;Geral;2024;;;;;;;;;;;;;;;;
269;Técnico em Edificaçőes;SC;Geral;2024;;;;;;;;;;;;;;;;
695;Técnico em Eletroeletrônica;SC;Geral;2024;;;;;;;;;;;;;;;;
696;Técnico em Eletromecânica;SC;Geral;2024;;;;;;;;;;;;;;;;
417;Técnico em Eletrotécnica;SC;Geral;2024;;;;;;;;;;;;;;;;
